V2,norm,typ
N.K.K. Sweaters Ltd.,NKK SWEATERS,BGMEA
FCI (BD) Limited,FCI BD,BGMEA
Brishti Garments Ltd.,BRISHTI GARMENTS,BGMEA
M-Yew Fashion Ltd.,MYEW FASHION,BGMEA
Rahman Knit Garments Ltd. (Unit-2),RAHMAN KNIT GARMENTS LTD UNIT2,BGMEA
Uni Dress Limited,UNI DRESS,BGMEA
Saasco Garments Ltd.,SAASCO GARMENTS,BGMEA
Pioneer Apparels Ltd.,PIONEER APPARELS,BGMEA
Genius Fashions Ltd.,GENIUS FASHIONS,BGMEA
Alltex Industries Ltd.,ALLTEX INDUSTRIES,BGMEA
Apex Weaving & Finishing Mills Ltd.,APEX WEAVING & FINISHING MILLS,BGMEA
Sark Knitwear Ltd.,SARK KNITWEAR,BGMEA
Macys Fashions Ltd.,MACYS FASHIONS,BGMEA
Shezads Limited (Unit-II),SHEZADS LTD UNITII,BGMEA
Green Knit Apparels Ltd.,GREEN KNIT APPARELS,BGMEA
Biswas Fashions Ltd.,BISWAS FASHIONS,BGMEA
Youngones Fashions Ltd.,YOUNGONES FASHIONS,BGMEA
Medlar Fashions Ltd.,MEDLAR FASHIONS,BGMEA
Fountain Garments Manufacturing Ltd.,FOUNTAIN GARMENTS MANUFACTURING,BGMEA
Jaya Knitting Ltd.,JAYA KNITTING,BGMEA
S.B. Fashions Garments,SB FASHIONS GARMENTS,BGMEA
Sajid Apparels Ltd.,SAJID APPARELS,BGMEA
Cut N Sew Ltd.,CUT N SEW,BGMEA
Bengal Fine Knitex Ltd.,BENGAL FINE KNITEX,BGMEA
Sunlit Fashions Ltd.,SUNLIT FASHIONS,BGMEA
Supertex Merchandising Co. Ltd.,SUPERTEX MERCHANDISING CO,BGMEA
TS Sweaters Limited,TS SWEATERS,BGMEA
Rupa Apparels Ltd.,RUPA APPARELS,BGMEA
Creative Garments Ltd.,CREATIVE GARMENTS,BGMEA
Glory Fashion Wear Ltd.,GLORY FASHION WEAR,BGMEA
Sicily Garments Ltd.,SICILY GARMENTS,BGMEA
La-Belle Apparels (Pvt.) ltd.,LABELLE APPARELS PVT,BGMEA
Reliable Fabrics Ltd.,RELIABLE FABRICS,BGMEA
Fashion Knit Garments Ltd.,FASHION KNIT GARMENTS,BGMEA
N.N. Sweaters Ltd.,NN SWEATERS,BGMEA
Levant Knitting & Garments Ltd.,LEVANT KNITTING & GARMENTS,BGMEA
Sabit Sports Wear Ltd.,SABIT SPORTS WEAR,BGMEA
Sanchita Garments Ltd.,SANCHITA GARMENTS,BGMEA
SK Sweaters Ltd.,SK SWEATERS,BGMEA
S.K. Apparels Ltd.,SK APPARELS,BGMEA
Comfort Knit Fashion Ltd.,COMFORT KNIT FASHION,BGMEA
Tusuka Jeans Limited,TUSUKA JEANS,BGMEA
Ashiana Garments Industries,ASHIANA GARMENTS INDUSTRIES,BGMEA
Ornate Apparels Ltd.,ORNATE APPARELS,BGMEA
S.M.I. Productions (Pvt) Ltd.,SMI PRODUCTIONS PVT,BGMEA
Farnoor Sweaters Ltd.,FARNOOR SWEATERS,BGMEA
Fashion Exposure Ltd.,FASHION EXPOSURE,BGMEA
Smooth Apparels Ltd.,SMOOTH APPARELS,BGMEA
Secotex Limited.,SECOTEX,BGMEA
Scan Trade Limited,SCAN TRADE,BGMEA
Doel Sweater Ltd.,DOEL SWEATER,BGMEA
Radiance Apparel Ltd.,RADIANCE APPAREL,BGMEA
Four Wings Limited,FOUR WINGS,BGMEA
Bangladesh Luggage Industries Ltd.,BANGLADESH LUGGAGE INDUSTRIES,BGMEA
Ethical Garments Ltd.,ETHICAL GARMENTS,BGMEA
Skyline Casual Apparels Ltd.,SKYLINE CASUAL APPARELS,BGMEA
Fashion Concern Ltd.,FASHION CONCERN,BGMEA
Quality Fashion Ltd.,QUALITY FASHION,BGMEA
Surma Garments Ltd.,SURMA GARMENTS,BGMEA
Ming Yang Sports Wear Ltd.,MING YANG SPORTS WEAR,BGMEA
Hossain Fashion Ltd.,HOSSAIN FASHION,BGMEA
Chowdhury Garments Ltd.,CHOWDHURY GARMENTS,BGMEA
Shanta Industries Ltd.,SHANTA INDUSTRIES,BGMEA
S.F. Denim Apparels Ltd.,S F DENIM APPARELS,BGMEA
FRM Fashion House Ltd.,FRM FASHION HOUSE,BGMEA
Faa Design Ltd.,FAA DESIGN,BGMEA
Asrotex,ASROTEX,BGMEA
Islam Garments Ltd.(Textile Division),ISLAM GARMENTS LTDTEXTILE DIVISION,BGMEA
Islam Garments Ltd.(Knitwear Division),ISLAM GARMENTS LTDKNITWEAR DIVISION,BGMEA
B.H.I.S. Apparels Ltd.,BHIS APPARELS,BGMEA
New Generation Fashion Ltd.,NEW GENERATION FASHION,BGMEA
Big Boss Corporation Ltd.,BIG BOSS CORPORATION,BGMEA
Deer Fashions Ltd.,DEER FASHIONS,BGMEA
Hayat Fashion Ltd.,HAYAT FASHION,BGMEA
Asif Apparels Ltd.,ASIF APPARELS,BGMEA
Dornick Apparels Ltd.,DORNICK APPARELS,BGMEA
Sandyork Knitting Ltd.,SANDYORK KNITTING,BGMEA
Omar Apparels Ltd.,OMAR APPARELS,BGMEA
Landmark Design Wear Ltd.,LANDMARK DESIGN WEAR,BGMEA
Coast To Coast Fashion Ltd.,COAST TO COAST FASHION,BGMEA
Techno Fashion,TECHNO FASHION,BGMEA
Latest Fashion,LATEST FASHION,BGMEA
Desun Garments Ltd.,DESUN GARMENTS,BGMEA
Opex Readywears Ltd.,OPEX READYWEARS,BGMEA
Opex Apparels Ltd,OPEX APPARELS,BGMEA
M.I.M. Fashion Wear Ltd.,MIM FASHION WEAR,BGMEA
Capital Poshak Ltd.,CAPITAL POSHAK,BGMEA
Nassa Knit Limited,NASSA KNIT,BGMEA
Dressmen Apparels Ltd.,DRESSMEN APPARELS,BGMEA
Meherun Apparels Ltd.,MEHERUN APPARELS,BGMEA
Sharpe Knitting & Dyeing Ltd.,SHARPE KNITTING & DYEING,BGMEA
Textil Fashions Ltd.,TEXTIL FASHIONS,BGMEA
M & M Dresses Ltd.,M & M DRESSES,BGMEA
V-Teac Garments (Pvt) Ltd.,VTEAC GARMENTS PVT,BGMEA
Crony Fashions Ltd.,CRONY FASHIONS,BGMEA
Vintage Apparels Ltd.,VINTAGE APPARELS,BGMEA
Ornate International Ltd.,ORNATE INTERNATIONAL,BGMEA
Logos Apparels Ltd.,LOGOS APPARELS,BGMEA
Ahsan Knitting Ltd.,AHSAN KNITTING,BGMEA
Omega Fashion Ltd.,OMEGA FASHION,BGMEA
Arrival Fashion Ltd.,ARRIVAL FASHION,BGMEA
K.G. Garments Ltd.,KG GARMENTS,BGMEA
Interfab (BD) Ltd.,INTERFAB BD,BGMEA
Nur Knitwears Ltd.,NUR KNITWEARS,BGMEA
Tillottama Fashions Ltd.,TILLOTTAMA FASHIONS,BGMEA
Bardex International (Pvt) Ltd.,BARDEX INTERNATIONAL PVT,BGMEA
Benevolent Fashions Int'l Ltd.,BENEVOLENT FASHIONS INTL,BGMEA
Muma Fashions Ltd.,MUMA FASHIONS,BGMEA
Speedwell Fashions Ltd.,SPEEDWELL FASHIONS,BGMEA
M & H Corporation (Pvt) Ltd.,M & H CORPORATION PVT,BGMEA
S.N. Sweater Co. Ltd.,SN SWEATER CO,BGMEA
Antim Knitting Dyeing & Finising Ltd.,ANTIM KNITTING DYEING & FINISING,BGMEA
Savar Sportswear Co. Ltd.,SAVAR SPORTSWEAR CO,BGMEA
Sung Kwang Sweaters Ltd.,SUNG KWANG SWEATERS,BGMEA
Sunstar Apparels (Pvt) Ltd.,SUNSTAR APPARELS PVT,BGMEA
K.M. Fashions Ltd.,KM FASHIONS,BGMEA
Mannville Apparels Ltd.,MANNVILLE APPARELS,BGMEA
Regain Garments (Pvt) Ltd.,REGAIN GARMENTS PVT,BGMEA
Masaha Knitting And Dyeing Inds. Ltd.,MASAHA KNITTING AND DYEING INDS,BGMEA
M.H. Dresses Ltd.,MH DRESSES,BGMEA
Kaniz Fashions Ltd.,KANIZ FASHIONS,BGMEA
Anirban Garments Ltd.,ANIRBAN GARMENTS,BGMEA
Super Shine Fashions Ltd.,SUPER SHINE FASHIONS,BGMEA
Disari Industries (Pvt) Ltd.,DISARI INDUSTRIES PVT,BGMEA
AMC Sweaters Ltd.,AMC SWEATERS,BGMEA
Sweater Farms Ltd.,SWEATER FARMS,BGMEA
Eton Fashions Ltd.,ETON FASHIONS,BGMEA
Dress World Ltd.,DRESS WORLD,BGMEA
Sikder Fashion Wear Ltd.,SIKDER FASHION WEAR,BGMEA
Shireen Apparels Ltd.,SHIREEN APPARELS,BGMEA
Weeny Apparels Ltd.,WEENY APPARELS,BGMEA
Fuji Design Ltd.,FUJI DESIGN,BGMEA
R.M. Sweaters (Pvt) Ltd.,RM SWEATERS PVT,BGMEA
Kushtia Fashions Ltd.,KUSHTIA FASHIONS,BGMEA
Creative Shirts Ltd.,CREATIVE SHIRTS,BGMEA
Seha Design (BD) Ltd.,SEHA DESIGN BD,BGMEA
Europe Sweater Ltd.,EUROPE SWEATER,BGMEA
Fashions King Ltd.,FASHIONS KING,BGMEA
ZMS Fashions Ltd.,ZMS FASHIONS,BGMEA
Amex Limited,AMEX,BGMEA
Classic Supplies Ltd. (U-2),CLASSIC SUPPLIES LTD U2,BGMEA
Sun Fashion Wear Inds. Ltd.,SUN FASHION WEAR INDS,BGMEA
Fuji Knitwears Ltd.,FUJI KNITWEARS,BGMEA
Windy Apparels Ltd.,WINDY APPARELS,BGMEA
Kimberly Fashions Ltd.,KIMBERLY FASHIONS,BGMEA
Beximco Fashions Ltd.,BEXIMCO FASHIONS,BGMEA
Just Fashion (Pvt) Ltd.,JUST FASHION PVT,BGMEA
Prince High Design Ltd.,PRINCE HIGH DESIGN,BGMEA
Joowon Global Fashion (BD) Ltd.,JOOWON GLOBAL FASHION BD,BGMEA
Esquire Sweaters Ltd.,ESQUIRE SWEATERS,BGMEA
Woodland Apparels Ltd.(U-2),WOODLAND APPARELS LTDU2,BGMEA
Rider Fashions Ltd.,RIDER FASHIONS,BGMEA
Young Star Sweater,YOUNG STAR SWEATER,BGMEA
Nassa Apparels Ltd. U-2,NASSA APPARELS LTD U2,BGMEA
Kores (Bangladesh) Ltd.,KORES BANGLADESH,BGMEA
4 You Clothing Ltd.,4 YOU CLOTHING,BGMEA
Blazar Apparels Ltd.,BLAZAR APPARELS,BGMEA
Shirin Apparels Ltd.,SHIRIN APPARELS,BGMEA
MK Fashions Ltd.,M K FASHIONS,BGMEA
Peerless International Ltd.,PEERLESS INTERNATIONAL,BGMEA
Summer & Winter Collections Ltd.,SUMMER & WINTER COLLECTIONS,BGMEA
Novel Hurricane Knit Gmts. Ltd.,NOVEL HURRICANE KNIT GMTS,BGMEA
Mimtex Knitting Gmts. & Printing Ltd.,MIMTEX KNITTING GMTS & PRINTING,BGMEA
Mondol Textile Ltd. (Unit-2),MONDOL TEXTILE LTD UNIT2,BGMEA
Moni Sweater Ltd. U-2,MONI SWEATER LTD U2,BGMEA
APS Apparels Ltd.,APS APPARELS,BGMEA
Joy Fashion Bangladesh Ltd.,JOY FASHION BANGLADESH,BGMEA
Panwin Fashions Ltd.,PANWIN FASHIONS,BGMEA
Sweater Manufacturing Co. Ltd.,SWEATER MANUFACTURING CO,BGMEA
Pro-Sports Ltd.,PROSPORTS,BGMEA
Royable Fashion Ltd.,ROYABLE FASHION,BGMEA
Grameen Knitwear Ltd.,GRAMEEN KNITWEAR,BGMEA
Outright Fashion Ltd. (U-2),OUTRIGHT FASHION LTD U2,BGMEA
Commando Fashions Ltd.,COMMANDO FASHIONS,BGMEA
R.N. Sweaters Ltd.,RN SWEATERS,BGMEA
Nexus Sweaters Inds.(Pvt) Ltd.,NEXUS SWEATERS INDSPVT,BGMEA
Raquef Apparels Washing & Pack.Inds Ltd,RAQUEF APPARELS WASHING & PACKINDS,BGMEA
Remi Apparels Ltd.,REMI APPARELS,BGMEA
Kimia Apparels Industry Ltd.,KIMIA APPARELS INDUSTRY,BGMEA
Texas Dresses Ltd.,TEXAS DRESSES,BGMEA
Khushi Apparels Ltd.,KHUSHI APPARELS,BGMEA
Ajax Sweater Ltd.,AJAX SWEATER,BGMEA
Shimuliam International Ltd.,SHIMULIAM INTERNATIONAL,BGMEA
Sacks Apparels Ltd.,SACKS APPARELS,BGMEA
Dragon Sweater & Spinning Ltd.,DRAGON SWEATER & SPINNING,BGMEA
Falcon International Knit Composite,FALCON INTERNATIONAL KNIT COMPOSITE,BGMEA
Florence Fashions Ltd.,FLORENCE FASHIONS,BGMEA
Ananta Sportswear Ltd.,ANANTA SPORTSWEAR,BGMEA
Recent Sweaters Ltd.,RECENT SWEATERS,BGMEA
Paxko Limited,PAXKO,BGMEA
Harvest Rich Ltd.(U-2),HARVEST RICH LTDU2,BGMEA
Saascotex (BD) Ltd.,SAASCOTEX BD,BGMEA
Simco Dresses Ltd.,SIMCO DRESSES,BGMEA
Nimmi Apparels Ltd.,NIMMI APPARELS,BGMEA
Kins Collections Ltd.,KINS COLLECTIONS,BGMEA
Ameertex Limited,AMEERTEX,BGMEA
Christa Apparels (Pvt) Ltd.,CHRISTA APPARELS PVT,BGMEA
MHC Textile (Pvt) Ltd.,MHC TEXTILE PVT,BGMEA
Aman Knittings Ltd.,AMAN KNITTINGS,BGMEA
Sweater Apparels Ltd.,SWEATER APPARELS,BGMEA
Zahedsons Limited,ZAHEDSONS,BGMEA
Ehsan Sweaters Ltd.,EHSAN SWEATERS,BGMEA
TRZ Garments Industry Ltd.,TRZ GARMENTS INDUSTRY,BGMEA
KAC Fashion Wear Ltd.,KAC FASHION WEAR,BGMEA
Din Apparels Ltd.,DIN APPARELS,BGMEA
Tradefare Gloves Ltd.,TRADEFARE GLOVES,BGMEA
The Rose Garments Designer Ltd.,THE ROSE GARMENTS DESIGNER,BGMEA
Ruma Garments Wear Ltd.,RUMA GARMENTS WEAR,BGMEA
Ananta Fashion Ltd.,ANANTA FASHION,BGMEA
Basundhara Fashions Ltd.,BASUNDHARA FASHIONS,BGMEA
Azmat Apparels Ltd.,AZMAT APPARELS,BGMEA
Starlight Sweaters Ltd.,STARLIGHT SWEATERS,BGMEA
Suhcheon Company (BD) Ltd.,SUHCHEON COMPANY BD,BGMEA
Sincere Knitwears Ltd.,SINCERE KNIT WEARS,BGMEA
Sharoj Garments Ltd.,SHAROJ GARMENTS,BGMEA
Pole Star Fashion Ltd.,POLE STAR FASHION,BGMEA
Premier Garments,PREMIER GARMENTS,BGMEA
Fullcharm Fashion Knitters Ltd.,FULLCHARM FASHION KNITTERS,BGMEA
Smee Apparels Ltd.,SMEE APPARELS,BGMEA
Welldone Apparel Ltd.,WELLDONE APPAREL,BGMEA
Aboni Fashions Ltd.,ABONI FASHIONS,BGMEA
Hearty Apparels Ltd.,HEARTY APPARELS,BGMEA
S.B. Designs Ltd.,SB DESIGNS,BGMEA
De Moss Apparesls Ltd.,DE MOSS APPARESLS,BGMEA
ABA Fashions Ltd.,ABA FASHIONS,BGMEA
M.A. Gaffar Ltd. (G.D.-2),MA GAFFAR LTD GD2,BGMEA
Ashique Fashionwear Ltd.,ASHIQUE FASHIONWEAR,BGMEA
Rising Apparels Ltd.,RISING APPARELS,BGMEA
Shamsher Apparels Ltd.,SHAMSHER APPARELS,BGMEA
Shamsul Alamin Fabrics Ltd.,SHAMSUL ALAMIN FABRICS,BGMEA
Millenium Garments Ltd.,MILLENIUM GARMENTS,BGMEA
Onus Garments Ltd.,ONUS GARMENTS,BGMEA
Mark 2000 Ltd.,MARK 2000,BGMEA
Appolo Fashions Ltd.,APPOLO FASHIONS,BGMEA
Silk Route Apparels Ltd.,SILK ROUTE APPARELS,BGMEA
The Delta Composite Knitting Inds. Ltd.,THE DELTA COMPOSITE KNITTING INDS,BGMEA
Titanic Products Ltd.,TITANIC PRODUCTS,BGMEA
Landmark Fashion Wear (Pvt) Ltd.,LANDMARK FASHION WEAR PVT,BGMEA
Radial International Ltd. (Unit-2),RADIAL INTERNATIONAL LTD UNIT2,BGMEA
A-Z Knitwears Ltd.,AZ KNITWEARS,BGMEA
Classic Shirts Ltd.,CLASSIC SHIRTS,BGMEA
Angshuk Ltd.,ANGSHUK,BGMEA
The Civil Engineers Ltd.,THE CIVIL ENGINEERS,BGMEA
Doel Sportswear Ltd.,DOEL SPORTSWEAR,BGMEA
Fashion Forum Ltd.,FASHION FORUM,BGMEA
Ashique Jeans Apparels Ltd.,ASHIQUE JEANS APPARELS,BGMEA
Pandora Fashion Ltd.,PANDORA FASHION,BGMEA
R.M. Attires Ltd.,RM ATTIRES,BGMEA
Sportswear Garments Ltd.(U-3),SPORTSWEAR GARMENTS LTDU3,BGMEA
Bonny Apparels (Pvt) Ltd.(U-2),BONNY APPARELS PVT LTDU2,BGMEA
Kushiara Composite Knit Inds. Ltd.,KUSHIARA COMPOSITE KNIT INDS,BGMEA
Chorus Fashions Ltd.,CHORUS FASHIONS,BGMEA
Knit Asia Ltd.,KNIT ASIA,BGMEA
Future Clothing Ltd.,FUTURE CLOTHING,BGMEA
Capri Apparels Ltd.,CAPRI APPARELS,BGMEA
Concorde Knitting & Dyeing Inds Ltd.,CONCORDE KNITTING & DYEING INDS,BGMEA
Salma Fashion Wear Ltd.,SALMA FASHION WEAR,BGMEA
Fair Apparels Ltd.,FAIR APPARELS,BGMEA
Virgo Attires Ltd.,VIRGO ATTIRES,BGMEA
MBA Fashion Ltd.,MBA FASHION,BGMEA
Perfect Fashions Ltd.,PERFECT FASHIONS,BGMEA
Sababa Apparels,SABABA APPARELS,BGMEA
Millennium Sweater Ltd.,MILLENNIUM SWEATER,BGMEA
Coast To Coast Apparels Ltd.,COAST TO COAST APPARELS,BGMEA
The Delta Apparels Ltd.,THE DELTA APPARELS,BGMEA
Aroma Fashion Wear Ltd.,AROMA FASHION WEAR,BGMEA
Multiline Sweaters Ltd.,MULTILINE SWEATERS,BGMEA
Shimrail Apparels Ltd.,SHIMRAIL APPARELS,BGMEA
Vintage Garments Ltd.,VINTAGE GARMENTS,BGMEA
Apex Lingerie Ltd.,APEX LINGERIE,BGMEA
Evince Dress Shirts Ltd.,EVINCE DRESS SHIRTS,BGMEA
Rupa Knitwear (Pvt) Ltd.,RUPA KNITWEAR PVT,BGMEA
Mantrust Sweater Ltd.,MANTRUST SWEATER,BGMEA
Chandona Apparels Ltd.,CHANDONA APPARELS,BGMEA
Khaleque Knitting & Gmt.Inds.(P) Ltd.U-2,KHALEQUE KNITTING & GMTINDSP LTDU2,BGMEA
Redpoint Jackets Ltd.,REDPOINT JACKETS,BGMEA
Softex Cotton (Pvt) Ltd. Unit-2,SOFTEX COTTON PVT LTD UNIT2,BGMEA
ZSB Garments Ltd.,ZSB GARMENTS,BGMEA
Markap Designers Ltd.,MARKAP DESIGNERS,BGMEA
Radiant Sweater Industries Ltd.,RADIANT SWEATER INDUSTRIES,BGMEA
Starlight Knitwear Ltd. Unit-2,STARLIGHT KNITWEAR LTD UNIT2,BGMEA
Western Dresses Ltd. Unit-2,WESTERN DRESSES LTD UNIT2,BGMEA
Tricotex (Pvt) Ltd.,TRICOTEX PVT,BGMEA
Aziz Fashions (Pvt) Ltd.,AZIZ FASHIONS PVT,BGMEA
Design & Source Ltd.,DESIGN & SOURCE,BGMEA
Uttara Knitwears Ltd.,UTTARA KNITWEARS,BGMEA
Paramount Knitting Ltd.,PARAMOUNT KNITTING,BGMEA
Greystone Sweater Ltd.,GREYSTONE SWEATER,BGMEA
Power Vantage Wear Ltd.,POWER VANTAGE WEAR,BGMEA
Shirts Mine Ltd.,SHIRTS MINE,BGMEA
Chung Fong Garments (BD) Ltd.,CHUNG FONG GARMENTS BD,BGMEA
Sinha Inds. Ltd.,SINHA INDS,BGMEA
Radiance Fashion Ltd.,RADIANCE FASHION,BGMEA
Matexport (Bangladesh) Ltd.,MATEXPORT BANGLADESH,BGMEA
Mrinmoy Fashion & Trade Int'l Ltd.,MRINMOY FASHION & TRADE INTL,BGMEA
Ishraq Garments Ltd.,ISHRAQ GARMENTS,BGMEA
Rocky Knitting Mills (Pvt) Ltd.,ROCKY KNITTING MILLS PVT,BGMEA
Outfit Fashion Ltd.,OUTFIT FASHION,BGMEA
Kanta Corporation (Pvt) Ltd.,KANTA CORPORATION PVT,BGMEA
Newtex Design Ltd.,NEWTEX DESIGN,BGMEA
A.S. Garments & Textiles Ltd.,AS GARMENTS & TEXTILES,BGMEA
Packers Garments Inds. Ltd.,PACKERS GARMENTS INDS,BGMEA
ZHAS Garments Ltd.,ZHAS GARMENTS,BGMEA
Dress & Dismatic (Pvt) Ltd.,DRESS & DISMATIC PVT,BGMEA
Shinest Apparels,SHINEST APPARELS,BGMEA
Desh Lanka Ltd.,DESH LANKA,BGMEA
Green World Fashions Ltd.,GREEN WORLD FASHIONS,BGMEA
Starlight Knitters Ltd.,STARLIGHT KNITTERS,BGMEA
Ocean & Design (BD) Ltd.,OCEAN & DESIGN BD,BGMEA
Fahami Apparels Ltd.,FAHAMI APPARELS,BGMEA
Omega Sweaters Ltd.,OMEGA SWEATERS,BGMEA
Nahar Wool Wears Ltd.,NAHAR WOOL WEARS,BGMEA
Apparel Stitch Ltd.,APPAREL STITCH,BGMEA
Akil Design Ltd.,AKIL DESIGN,BGMEA
Ornob Fashion Wear Ltd.,ORNOB FASHION WEAR,BGMEA
Mimtex Fashion (Pvt) Ltd.,MIMTEX FASHION PVT,BGMEA
Luman Fashions Ltd.,LUMAN FASHIONS,BGMEA
Mitali Fashions Ltd.,MITALI FASHIONS,BGMEA
EEC Bangla Knit Wears Ltd.,EEC BANGLA KNIT WEARS,BGMEA
Recent Sweaters Ltd.(Unit-2),RECENT SWEATERS LTDUNIT2,BGMEA
Ultimate Fashions Ltd.,ULTIMATE FASHIONS,BGMEA
Optimum Ltd.,OPTIMUM,BGMEA
J.M. Apparels Ltd.,JM APPARELS,BGMEA
Islam Garments Ltd.(Weaving Unit),ISLAM GARMENTS LTDWEAVING UNIT,BGMEA
Commitment Apparels Ltd.,COMMITMENT APPARELS,BGMEA
Oishi Fashions (Pvt) Ltd.,OISHI FASHIONS PVT,BGMEA
Birds A & Z Ltd.,BIRDS A & Z,BGMEA
Interstoff Clothing Ltd.,INTERSTOFF CLOTHING,BGMEA
Standard Jeans Ltd.,STANDARD JEANS,BGMEA
Osaka Fashion Wears Ltd,OSAKA FASHION WEARS,BGMEA
Belkuchi Knit Wear Ltd,BELKUCHI KNIT WEAR,BGMEA
Anika Apparels (Pvt) Ltd,ANIKA APPARELS PVT,BGMEA
Arunima Apparels Ltd,ARUNIMA APPARELS,BGMEA
Onyx Knittex Ltd.,ONYX KNITTEX,BGMEA
Nisa Apparels Ltd,NISA APPARELS,BGMEA
Fashion Point Ltd,FASHION POINT,BGMEA
Debonair Fashions Ltd,DEBONAIR FASHIONS,BGMEA
Winter Fair Outer Wear MFG Co. Ltd.,WINTER FAIR OUTER WEAR MFG CO,BGMEA
A.B.S. Garments Ltd.,ABS GARMENTS,BGMEA
Rajfulbaria Fashions Ltd.,RAJFULBARIA FASHIONS,BGMEA
Nipa Fashion Wear Industry Ltd.,NIPA FASHION WEAR INDUSTRY,BGMEA
Alim Knitwears Ltd.,ALIM KNITWEARS,BGMEA
Masco Industries Ltd.,MASCO INDUSTRIES,BGMEA
Sterling Apparels Ltd.,STERLING APPARELS,BGMEA
Unicorn Sweaters Ltd.,UNICORN SWEATERS,BGMEA
Tunic Apparels Ltd.,TUNIC APPARELS,BGMEA
IFS Texwear (Pvt) Ltd.,IFS TEXWEAR PVT,BGMEA
Megatex Ltd.,MEGATEX,BGMEA
Mim Sweaters Ltd.,MIM SWEATERS,BGMEA
Jinnat Apparels Ltd.,JINNAT APPARELS,BGMEA
Chello of Bangladesh Ltd.,CHELLO OF BANGLADESH,BGMEA
Natural Apparels Ltd.,NATURAL APPARELS,BGMEA
Parkstar Apparel Ltd.,PARKSTAR APPAREL,BGMEA
SAS Fashion Wear Ltd.,SAS FASHION WEAR,BGMEA
DN Sports Ltd.,DN SPORTS,BGMEA
Jayed Garments Ltd..,JAYED GARMENTS,BGMEA
K.M. Nobely Garments Ltd.,KM NOBELY GARMENTS,BGMEA
Fashion Gears Ltd.,FASHION GEARS,BGMEA
Mohammadi Fashion 2000 Ltd.,MOHAMMADI FASHION 2000,BGMEA
Fashion Asia Ltd.,FASHION ASIA,BGMEA
A J Fashions Ltd.,A J FASHIONS,BGMEA
P & R Fashions Ltd.,P & R FASHIONS,BGMEA
Raina Fashion,RAINA FASHION,BGMEA
Bengler Fashion Ltd.,BENGLER FASHION,BGMEA
Opex Industries Ltd.,OPEX INDUSTRIES,BGMEA
Anupom Fashion Wear Ltd.,ANUPOM FASHION WEAR,BGMEA
B.H.S. Tex Ltd.,BHS TEX,BGMEA
J.F. Sweaters Ltd.,JF SWEATERS,BGMEA
Sinha Knitting Ltd.,SINHA KNITTING,BGMEA
Chittagong Fashion Millennium Textile Ltd.,CHITTAGONG FASHION MILLENNIUM TEXTILE,BGMEA
Shimrail Fashions Ltd.,SHIMRAIL FASHIONS,BGMEA
AKH Fashions Ltd.,AKH FASHIONS,BGMEA
Amex Knitting & Dyeing Inds. Ltd.,AMEX KNITTING & DYEING INDS,BGMEA
Intramex Fashions Ltd.,INTRAMEX FASHIONS,BGMEA
Enigma Apparels Ltd.,ENIGMA APPARELS,BGMEA
Nightingale Fashion Ltd.,NIGHTINGALE FASHION,BGMEA
Finestitch Apparels Ltd.,FINESTITCH APPARELS,BGMEA
SQ Selsius Ltd.,SQ SELSIUS,BGMEA
Lakhsma Sweaters Ltd.,LAKHSMA SWEATERS,BGMEA
Supershine Apparels Ltd.,SUPERSHINE APPARELS,BGMEA
SP Fashions Ltd.,SP FASHIONS,BGMEA
Nahiyan Fashions Ltd.,NAHIYAN FASHIONS,BGMEA
Afaku Apparel Ltd.,AFAKU APPAREL,BGMEA
Amena (Pvt) Ltd.,AMENA PVT,BGMEA
Body Fashion (Pvt) Ltd.,BODY FASHION PVT,BGMEA
Rime Apparels Ltd.,RIME APPARELS,BGMEA
Keya Sweaters Ltd.,KEYA SWEATERS,BGMEA
Armin Sweaters (BD) Ltd.,ARMIN SWEATERS BD,BGMEA
Ha-Meem Sportswear Ltd.,HAMEEM SPORTSWEAR,BGMEA
Haitex Export Ltd.,HAITEX EXPORT,BGMEA
Skyline Apparels Ltd.,SKYLINE APPARELS,BGMEA
Esquire Knit Composite Ltd.,ESQUIRE KNIT COMPOSITE,BGMEA
Cosmic Sweaters Ltd.,COSMIC SWEATERS,BGMEA
Aftex Limited,AFTEX,BGMEA
Karnaphuli Knit Wears Ltd.,KARNAPHULI KNIT WEARS,BGMEA
Meem Dresses (Pvt) Ltd.,MEEM DRESSES PVT,BGMEA
Shade Fashions Ltd.,SHADE FASHIONS,BGMEA
Liberty Knitwears Ltd.,LIBERTY KNITWEARS,BGMEA
Sleek Knit Garments Ltd.,SLEEK KNIT GARMENTS,BGMEA
Dekko Knitwears Ltd. (Unit-2),DEKKO KNITWEARS LTD UNIT2,BGMEA
Topstar Dresses Ltd.,TOPSTAR DRESSES,BGMEA
Mayc`s Garments Ltd.,MAYCS GARMENTS,BGMEA
The Shanin Clothing Ltd.,THE SHANIN CLOTHING,BGMEA
So Nice Garments (Pvt) Ltd.,SO NICE GARMENTS PVT,BGMEA
Garib & Garib Co. Ltd. (Unit-2),GARIB & GARIB CO LTD UNIT2,BGMEA
Lyric Industries (Pvt) Ltd.,LYRIC INDUSTRIES PVT,BGMEA
Bonny Designers Ltd.,BONNY DESIGNERS,BGMEA
Panwin Garments Ltd.,PANWIN GARMENTS,BGMEA
G.B.S. Wears Ltd.,GBS WEARS,BGMEA
